job_title,years_of_experience,location,education_level,company_size,skills,salary_usd
Deep Learning Engineer,0,China,Bachelor,Large,"Docker, R, GCP, NLP",59675
Data Engineer,0,Austria,PhD,Small,"Statistics, PyTorch, Deep Learning, R, Spark",50287
Machine Learning Engineer,14,Ireland,Master,Large,"Linux, NLP, Tableau, SQL, Statistics",123071
Robotics Engineer,2,Israel,PhD,Large,"Data Visualization, Kubernetes, Java, MLOps",72160
NLP Engineer,5,Australia,Bachelor,Small,"R, Git, NLP, Tableau, Statistics",117847
AI Architect,9,South Korea,Associate,Small,"NLP, TensorFlow, Scala, Statistics, Spark",84139
Machine Learning Researcher,4,France,Bachelor,Small,"Azure, PyTorch, Data Visualization, Tableau",98253.09
AI Research Scientist,4,Austria,Master,Large,"Statistics, MLOps, SQL, Linux",61820
Head of AI,16,Singapore,Master,Small,"NLP, SQL, Spark, Computer Vision, Kubernetes",234686
NLP Engineer,6,Germany,Bachelor,Large,"Hadoop, Python, Linux",155048.4
Head of AI,13,Ireland,PhD,Small,"Mathematics, SQL, TensorFlow, Azure, AWS",113713
Machine Learning Researcher,1,Ireland,Associate,Small,"Git, TensorFlow, Docker",47205
NLP Engineer,1,Singapore,Associate,Medium,"SQL, Deep Learning, Mathematics, PyTorch",63414
Head of AI,8,Finland,Bachelor,Large,"Computer Vision, Python, Linux",90027
AI Architect,6,South Korea,Associate,Medium,"R, Spark, Git, Hadoop, Tableau",82748
AI Software Engineer,5,South Korea,PhD,Large,"Computer Vision, PyTorch, Docker, TensorFlow",123543
AI Architect,9,India,Associate,Medium,"Python, Kubernetes, Git, Azure, Statistics",93554
Research Scientist,5,South Korea,Master,Large,"R, Git, MLOps, Azure, Python",111499
ML Ops Engineer,7,Finland,PhD,Small,"Java, Scala, Python, PyTorch, Deep Learning",89530
ML Ops Engineer,8,Germany,PhD,Small,"Deep Learning, TensorFlow, NLP, Java, Azure",122344.56
AI Research Scientist,7,Norway,Associate,Large,"Python, TensorFlow, Data Visualization, Kubernetes, Deep Learning",198915
AI Software Engineer,3,Switzerland,Bachelor,Large,"Mathematics, Python, Data Visualization, TensorFlow, Spark",159180
Data Scientist,10,India,Bachelor,Small,"R, Java, Linux, Python",144197
AI Software Engineer,0,Finland,Master,Large,"PyTorch, Scala, Java, Deep Learning, Kubernetes",50962
AI Architect,9,Singapore,Master,Large,"PyTorch, Python, R",152384
Head of AI,13,United Kingdom,Master,Large,"Kubernetes, R, AWS, Scala",313654.95
AI Product Manager,2,Japan,Bachelor,Small,"Python, Linux, Scala, Hadoop, TensorFlow",69472
ML Ops Engineer,4,United Kingdom,Bachelor,Small,"Statistics, PyTorch, AWS, TensorFlow",107563.95
Machine Learning Engineer,15,Austria,PhD,Large,"R, Docker, Deep Learning, GCP, Azure",204055
Machine Learning Engineer,8,South Korea,Associate,Medium,"Python, Hadoop, Java",78460
AI Architect,1,Singapore,PhD,Small,"Mathematics, SQL, Data Visualization",62393
Deep Learning Engineer,2,Norway,PhD,Medium,"AWS, GCP, Python",117508
Autonomous Systems Engineer,9,Norway,PhD,Large,"Docker, Python, Java",169472
Robotics Engineer,4,Ireland,Master,Medium,"TensorFlow, Linux, Kubernetes, Scala",59494
AI Research Scientist,6,Denmark,Associate,Medium,"Docker, SQL, Azure, Kubernetes",141304
Robotics Engineer,19,Germany,Master,Medium,"SQL, Data Visualization, Scala",249417.09
Data Analyst,0,Sweden,Master,Small,"Spark, Linux, AWS, Mathematics",52005
Machine Learning Engineer,2,Denmark,Master,Large,"Python, Data Visualization, Git, TensorFlow, Spark",155889
Computer Vision Engineer,3,Singapore,PhD,Small,"Data Visualization, Computer Vision, R",78280
Data Analyst,4,Finland,Master,Small,"Kubernetes, Tableau, Python, NLP, Mathematics",64859
Computer Vision Engineer,3,Netherlands,Master,Medium,"Spark, Mathematics, Scala, Hadoop",94039.92
NLP Engineer,14,Netherlands,Bachelor,Small,"Mathematics, Statistics, Tableau, PyTorch, Linux",209975.22
AI Product Manager,8,Australia,Master,Medium,"TensorFlow, Scala, Data Visualization, Python",124687
Research Scientist,3,South Korea,Bachelor,Large,"Kubernetes, Linux, Mathematics, Python, Git",65679
AI Research Scientist,0,Ireland,Bachelor,Medium,"Git, AWS, MLOps, Python, Computer Vision",40124
Machine Learning Engineer,19,Netherlands,Associate,Large,"Python, Git, TensorFlow",341152.11
Data Analyst,1,Switzerland,PhD,Large,"Git, Mathematics, MLOps, Python, Scala",119291
Machine Learning Engineer,10,Australia,Master,Small,"Java, Kubernetes, PyTorch, Linux",189567
Machine Learning Engineer,10,Australia,Associate,Large,"Docker, SQL, Deep Learning",176467
AI Architect,7,Switzerland,Master,Large,"Azure, SQL, Data Visualization, Scala",240570
Data Engineer,7,Sweden,Bachelor,Small,"SQL, NLP, Tableau",105387
Research Scientist,2,Israel,Bachelor,Small,"SQL, Git, Java, Mathematics, Tableau",48949
AI Product Manager,4,India,Bachelor,Medium,"Kubernetes, SQL, TensorFlow",51548
Data Scientist,13,China,PhD,Medium,"Java, Tableau, Computer Vision",178652
Autonomous Systems Engineer,9,Finland,Associate,Large,"PyTorch, TensorFlow, Hadoop, Deep Learning, Docker",84973
Data Engineer,4,Singapore,PhD,Small,"Mathematics, GCP, Scala",98156
Data Analyst,1,United States,Bachelor,Large,"Hadoop, Java, Kubernetes",81594
Machine Learning Researcher,3,Finland,Associate,Large,"R, Tableau, SQL, Git, Deep Learning",73923
Data Scientist,4,Australia,PhD,Small,"Statistics, Azure, Deep Learning, Mathematics, Computer Vision",75459
AI Specialist,10,Canada,Bachelor,Large,"Scala, Hadoop, Tableau",186793
Computer Vision Engineer,3,United Kingdom,Associate,Medium,"Python, Tableau, Git, Data Visualization",130345.2
Principal Data Scientist,5,South Korea,Master,Medium,"TensorFlow, Mathematics, Deep Learning, Azure, Linux",82240
AI Architect,2,Denmark,PhD,Large,"Git, GCP, Python, Kubernetes",116310
Autonomous Systems Engineer,8,Norway,Master,Small,"SQL, Linux, PyTorch, Tableau",159928
Deep Learning Engineer,0,Denmark,PhD,Small,"SQL, NLP, PyTorch, Git",68513
Machine Learning Researcher,0,China,Bachelor,Small,"Scala, NLP, Data Visualization",45999
Machine Learning Engineer,8,United Kingdom,PhD,Large,"Scala, SQL, Computer Vision, Deep Learning, Docker",247984.2
Machine Learning Researcher,1,India,Bachelor,Medium,"Scala, Git, Computer Vision, Hadoop",46188
AI Research Scientist,6,Netherlands,Master,Medium,"NLP, PyTorch, Tableau, Spark, Deep Learning",165484.8
Machine Learning Engineer,2,India,PhD,Medium,"Scala, Azure, Statistics, Linux, Computer Vision",60859
Autonomous Systems Engineer,8,Switzerland,Associate,Large,"Data Visualization, SQL, Docker, Mathematics",222536
Principal Data Scientist,1,Switzerland,PhD,Medium,"SQL, Java, Computer Vision, Kubernetes",78165
AI Specialist,4,Ireland,Master,Medium,"R, Computer Vision, SQL, GCP",51821
Data Engineer,8,India,Bachelor,Small,"TensorFlow, Python, Docker, Statistics, Deep Learning",90770
AI Research Scientist,13,Australia,Associate,Medium,"SQL, Hadoop, MLOps, Deep Learning, TensorFlow",219209
ML Ops Engineer,18,Singapore,Bachelor,Small,"MLOps, PyTorch, Java, Scala",150601
Machine Learning Engineer,3,Austria,PhD,Large,"AWS, Scala, Kubernetes, Deep Learning",72571
Autonomous Systems Engineer,2,China,Associate,Large,"SQL, Azure, Tableau",84035
Principal Data Scientist,9,United Kingdom,Master,Small,"SQL, MLOps, Tableau, Kubernetes",171221.85
AI Specialist,9,Finland,PhD,Medium,"Kubernetes, Computer Vision, Spark, Statistics",83776
Data Engineer,12,Germany,Associate,Medium,"Python, TensorFlow, Mathematics",220292.28
AI Product Manager,4,China,Master,Large,"Computer Vision, Linux, Scala",82981
AI Research Scientist,7,Netherlands,PhD,Medium,"Tableau, GCP, Statistics",187102.89
AI Consultant,12,Norway,Associate,Small,"NLP, Python, GCP, Tableau",193451
Machine Learning Engineer,1,Denmark,Bachelor,Medium,"Kubernetes, NLP, Azure",72053
Principal Data Scientist,3,Israel,Associate,Medium,"R, PyTorch, AWS",51840
AI Architect,2,Switzerland,PhD,Large,"AWS, SQL, Python, TensorFlow",119975
Robotics Engineer,19,Singapore,Master,Large,"Statistics, AWS, TensorFlow, Python",251718
Head of AI,0,Austria,Associate,Large,"Python, Tableau, Data Visualization, Scala",62962
Data Scientist,2,Sweden,PhD,Large,"Data Visualization, Python, Mathematics",107125
Data Scientist,16,Singapore,Bachelor,Large,"AWS, Deep Learning, Tableau",306266
Data Analyst,1,India,Bachelor,Large,"Tableau, Data Visualization, Azure, GCP, Mathematics",48573
Data Scientist,1,Finland,PhD,Small,"PyTorch, SQL, NLP, Hadoop, GCP",33546
NLP Engineer,2,Australia,PhD,Medium,"Hadoop, Linux, Data Visualization",74504
AI Software Engineer,1,Israel,Master,Medium,"SQL, Scala, Azure",53292
Deep Learning Engineer,2,Ireland,Master,Large,"Linux, Azure, GCP",83620
AI Product Manager,0,Japan,Associate,Small,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",38104
AI Architect,4,Germany,Associate,Small,"Python, Scala, Deep Learning, Statistics, Tableau",86317.92
Principal Data Scientist,16,Denmark,Bachelor,Large,"TensorFlow, Deep Learning, Linux, R",274301
Machine Learning Engineer,9,United States,Associate,Medium,"NLP, Computer Vision, Tableau, TensorFlow",145626
Principal Data Scientist,1,Canada,Associate,Medium,"Azure, Python, Linux, Statistics",74964
AI Specialist,8,South Korea,Associate,Medium,"Docker, Python, TensorFlow",88508
NLP Engineer,12,Finland,Associate,Medium,"Scala, SQL, Git",104599
Research Scientist,5,Netherlands,Bachelor,Large,"Hadoop, Tableau, Deep Learning",170066.52
AI Product Manager,6,United Kingdom,Associate,Small,"Python, Git, Java, Hadoop",191891.7
AI Specialist,13,United States,Master,Large,"NLP, R, Docker, SQL",198340
Data Scientist,18,Sweden,Bachelor,Large,"Hadoop, Scala, GCP, Docker",266719
Head of AI,1,Germany,Associate,Medium,"PyTorch, TensorFlow, Python, Java",68886.09
NLP Engineer,3,France,Bachelor,Small,"R, Hadoop, Python, Azure, Data Visualization",99029.97
Data Analyst,5,Singapore,Bachelor,Large,"Kubernetes, Computer Vision, Hadoop, Statistics",156699
AI Software Engineer,3,Israel,Associate,Large,"GCP, Python, Mathematics",73752
Data Engineer,11,Israel,PhD,Medium,"Tableau, GCP, Deep Learning, SQL, Python",175297
AI Specialist,5,Germany,PhD,Large,"Tableau, NLP, Hadoop",199568.07
Computer Vision Engineer,18,United States,Master,Large,"Deep Learning, Git, AWS",295058
Autonomous Systems Engineer,4,United States,PhD,Medium,"Tableau, MLOps, Kubernetes, SQL",128911
Principal Data Scientist,11,Norway,Bachelor,Large,"Spark, Hadoop, Python, Kubernetes",238549
AI Software Engineer,5,Japan,PhD,Large,"R, Kubernetes, Data Visualization",105975
Data Engineer,14,Switzerland,Bachelor,Large,"SQL, Scala, Kubernetes",310349
Data Analyst,0,United States,Associate,Large,"Kubernetes, PyTorch, Hadoop, Data Visualization",85852
Computer Vision Engineer,1,Sweden,Associate,Small,"Linux, Hadoop, Deep Learning, Kubernetes, GCP",56379
AI Research Scientist,19,United Kingdom,Master,Medium,"Git, GCP, SQL, PyTorch, Mathematics",338068.35
ML Ops Engineer,0,Austria,Bachelor,Medium,"Kubernetes, Java, Mathematics, Computer Vision, Tableau",40697
AI Software Engineer,13,Switzerland,PhD,Small,"SQL, PyTorch, Deep Learning, AWS",322318
AI Architect,4,Germany,Associate,Large,"Python, TensorFlow, Tableau, R, Linux",111077.46
AI Research Scientist,3,Sweden,Master,Medium,"Python, TensorFlow, GCP, PyTorch, Linux",107924
Computer Vision Engineer,2,Finland,Master,Small,"Docker, MLOps, Mathematics, Python",49156
Data Scientist,0,Singapore,Associate,Small,"Computer Vision, MLOps, AWS",61384
Head of AI,7,Denmark,PhD,Medium,"Java, SQL, Statistics",181091
Data Scientist,0,Israel,PhD,Large,"PyTorch, Spark, SQL",43474
Machine Learning Engineer,0,Denmark,Bachelor,Small,"Tableau, PyTorch, TensorFlow",82781
AI Consultant,1,Netherlands,Bachelor,Large,"Spark, Python, Git, TensorFlow, Tableau",90099.36
Machine Learning Researcher,2,Norway,PhD,Small,"Java, NLP, MLOps, Statistics, Tableau",118788
Machine Learning Engineer,8,Sweden,Bachelor,Small,"Python, Hadoop, NLP",101894
Data Engineer,1,United States,Associate,Medium,"GCP, TensorFlow, Linux, Python",87139
Deep Learning Engineer,2,China,Bachelor,Small,"Linux, GCP, R, Computer Vision, Mathematics",55375
Autonomous Systems Engineer,1,Sweden,Master,Small,"Scala, Docker, Tableau",61701
AI Consultant,5,Ireland,Bachelor,Small,"Docker, PyTorch, SQL, Linux",68729
ML Ops Engineer,1,Australia,Master,Small,"Python, MLOps, Linux, TensorFlow, Deep Learning",56037
Research Scientist,14,Singapore,Associate,Medium,"Python, Statistics, Kubernetes, TensorFlow, Mathematics",188436
Autonomous Systems Engineer,1,Netherlands,Bachelor,Small,"Docker, R, Mathematics",87840.09
Machine Learning Researcher,11,Canada,Associate,Medium,"Linux, Mathematics, Python, Git, Statistics",230705
Autonomous Systems Engineer,9,Switzerland,Associate,Medium,"Kubernetes, Java, Scala, Deep Learning, NLP",156030
Principal Data Scientist,1,France,Master,Large,"SQL, Docker, PyTorch, AWS",95945.85
ML Ops Engineer,1,United Kingdom,Master,Small,"Data Visualization, PyTorch, Java, Python, GCP",101364.75
NLP Engineer,2,France,Associate,Small,"Spark, Python, Computer Vision, Scala",85869.81
Machine Learning Researcher,4,Netherlands,Master,Large,"Java, Statistics, Python",118284.66
AI Consultant,0,India,Bachelor,Large,"Python, Data Visualization, MLOps",57535
Computer Vision Engineer,4,Australia,Master,Small,"GCP, PyTorch, Deep Learning, MLOps",96824
Autonomous Systems Engineer,9,Switzerland,Bachelor,Large,"Java, AWS, Tableau, Spark",217955
Research Scientist,1,Singapore,PhD,Small,"Git, Hadoop, Docker",61276
AI Consultant,1,Norway,Bachelor,Large,"Kubernetes, MLOps, Deep Learning",104933
AI Specialist,19,Israel,Associate,Medium,"Python, R, MLOps",142782
Data Scientist,11,Denmark,Bachelor,Large,"Deep Learning, Python, Docker, Linux, MLOps",204726
AI Architect,4,China,Master,Small,"Scala, R, Python, AWS, SQL",60005
AI Specialist,16,Singapore,PhD,Small,"Scala, Python, MLOps",147711
AI Architect,3,Canada,Associate,Medium,"Python, MLOps, Scala, Computer Vision, TensorFlow",71812
Data Engineer,3,France,Master,Small,"Deep Learning, Scala, Azure, Kubernetes, Statistics",98435.61
AI Product Manager,8,United Kingdom,Bachelor,Medium,"Kubernetes, Python, TensorFlow, Hadoop",146003.85
AI Architect,2,Denmark,Bachelor,Medium,"Python, Spark, Deep Learning, Java, Git",127345
AI Product Manager,16,Canada,Associate,Medium,"Tableau, GCP, R, Linux, SQL",186825
Research Scientist,1,Austria,PhD,Large,"Spark, Azure, Java",45317
Head of AI,5,Netherlands,Master,Large,"Java, Linux, Hadoop",154175.58
AI Software Engineer,4,Australia,Associate,Medium,"Hadoop, Computer Vision, Data Visualization, Python",88064
Machine Learning Engineer,3,Ireland,Bachelor,Large,"Kubernetes, Deep Learning, Computer Vision, PyTorch, GCP",87867
ML Ops Engineer,0,India,Master,Large,"Spark, Statistics, SQL, Python, MLOps",43469
Data Engineer,16,Germany,Bachelor,Small,"Deep Learning, MLOps, Kubernetes, R",192372.57
NLP Engineer,16,Israel,Bachelor,Large,"R, Python, GCP, SQL",173029
Autonomous Systems Engineer,6,Singapore,PhD,Large,"PyTorch, Java, SQL",136693
AI Product Manager,7,Netherlands,PhD,Large,"AWS, Scala, Java, Git, SQL",184300.74
Principal Data Scientist,7,Denmark,Master,Large,"Java, R, Scala",174414
Principal Data Scientist,4,Finland,PhD,Medium,"Scala, Tableau, TensorFlow, Mathematics",52661
Research Scientist,0,Israel,PhD,Medium,"AWS, Linux, SQL",56264
Machine Learning Researcher,0,United Kingdom,PhD,Large,"Hadoop, Computer Vision, Scala, PyTorch, MLOps",85500.9
Head of AI,12,Netherlands,Associate,Large,"Scala, Computer Vision, MLOps, Linux, Java",328930.29
Data Scientist,3,Switzerland,Master,Medium,"Python, Git, Scala, GCP, Java",126696
AI Software Engineer,7,Germany,Master,Small,"Java, Hadoop, Computer Vision, Kubernetes, Git",133931.07
Research Scientist,13,South Korea,Associate,Small,"Deep Learning, Docker, PyTorch",95654
AI Architect,5,India,Bachelor,Small,"MLOps, Kubernetes, Docker",85133
Machine Learning Researcher,3,Netherlands,Bachelor,Small,"SQL, Mathematics, PyTorch, Computer Vision",90747.54
ML Ops Engineer,17,Netherlands,Associate,Small,"Java, Git, Scala",212058.99
Data Analyst,11,Singapore,PhD,Medium,"Hadoop, R, NLP",158109
Autonomous Systems Engineer,8,China,Master,Small,"Git, Kubernetes, Java",81397
Deep Learning Engineer,11,United States,PhD,Small,"Git, PyTorch, AWS, Mathematics, Tableau",175364
AI Research Scientist,0,Canada,Bachelor,Small,"Scala, SQL, NLP, Docker, Kubernetes",56957
Data Engineer,4,India,Master,Small,"Spark, Kubernetes, Scala, MLOps, Hadoop",63425
Deep Learning Engineer,0,India,Master,Large,"R, Kubernetes, Git, Hadoop",42742
Machine Learning Engineer,2,France,Associate,Large,"Mathematics, Computer Vision, MLOps",129210.12
AI Consultant,16,United States,Associate,Medium,"TensorFlow, Git, PyTorch, Docker, NLP",266051
Computer Vision Engineer,4,India,Bachelor,Large,"AWS, TensorFlow, Statistics",80862
Data Analyst,1,Germany,Associate,Large,"Kubernetes, Scala, Tableau, GCP",90725.31
Data Engineer,2,Netherlands,PhD,Medium,"Statistics, TensorFlow, SQL, MLOps, Computer Vision",96455.97
Machine Learning Researcher,2,United States,Bachelor,Medium,"Java, AWS, Python",97999
AI Architect,0,Austria,Associate,Small,"Scala, Python, MLOps, R, Java",39951
NLP Engineer,7,India,PhD,Medium,"Linux, R, Kubernetes",73113
AI Research Scientist,15,Australia,Bachelor,Large,"Python, R, Kubernetes",214971
Autonomous Systems Engineer,8,Finland,PhD,Large,"GCP, Scala, Hadoop",113879
AI Product Manager,2,United Kingdom,Bachelor,Medium,"AWS, Docker, GCP",120825
Data Analyst,13,France,Associate,Large,"GCP, MLOps, Data Visualization, SQL, Mathematics",190876.14
AI Product Manager,18,Austria,Master,Large,"Python, NLP, R, Linux",133895
Head of AI,0,Netherlands,Bachelor,Small,"Docker, NLP, AWS, Spark, Kubernetes",59966.01
AI Product Manager,2,India,PhD,Large,"PyTorch, TensorFlow, MLOps, SQL, Azure",73138
Deep Learning Engineer,4,Australia,Master,Medium,"Hadoop, PyTorch, Tableau",96213
AI Specialist,3,China,Master,Small,"Kubernetes, Data Visualization, MLOps",51462
AI Specialist,16,China,PhD,Small,"SQL, Hadoop, Scala",114754
AI Software Engineer,18,Germany,PhD,Large,"Python, TensorFlow, Computer Vision, PyTorch, NLP",291074.94
AI Software Engineer,9,Sweden,Bachelor,Medium,"Computer Vision, Docker, NLP",110257
Autonomous Systems Engineer,6,Ireland,Bachelor,Large,"NLP, PyTorch, Azure, TensorFlow",105618
NLP Engineer,7,Norway,Bachelor,Large,"SQL, PyTorch, Docker",224550
